Date,Days,Location,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct
1/19/21,38,MN,252548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,RP,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,AK,66331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,FL,1174685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,IL,539255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,DC,51733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,NM,138150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,TN,351813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,US,16083963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,MI,483592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,NE,106283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,NJ,398813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,NV,102840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,UT,163205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,VA2,416209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,WI,222492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,VI,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,KY,223946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,MS,113572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,ID,63975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,AL,130795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,HI,24672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,WY,29309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,VA,343366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,DD2,256867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,MO,244476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,PA,548463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,DE,42557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,NY,1046490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,WV,153209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,KS,121945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,SD,61113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,38,LTC,1842563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,IA,149850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,ID,69267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,FM,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,GA,397048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,AK,68293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,AL,139200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,AR,173312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,KY,223946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,LA,264400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,LTC,1908256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MA,330490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,IH2,108975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,IL,539926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,DC,51733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,DD2,256867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,DE,45640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MD,258146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,ME,76167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MH,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,GU,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,HI,71944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,NJ,432220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,NM,143302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,NV,107133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,NC,427480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,ND,57657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,NE,106283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,TN,358534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,TX,1471746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,FL,1239975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MN,252548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MO,244476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MI,508607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,WV,158621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,WY,29309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,AS,5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MP,6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MS,122586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,SC,192608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,SD,62518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,US,16525281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,UT,181792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,VA2,432569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,VA,343366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,CT,243140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,MT,57220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,IN,356385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,KS,122705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,NY,1046490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,OH,487481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,OK,251684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,OR,216928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,AZ,281887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,BP2,19076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,CA,1532329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,CO,340438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,VI,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,NH,75418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,PA,568660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,PR,136630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,RI,56617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,RP,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,VT,40814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,WA,346765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,39,WI,222492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,WY,29309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,NH,80639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,NJ,432220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MT,60389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,NY,1116441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,OH,487481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,WV,167548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MN,259417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MO,265382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MP,7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MS,136691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,FL,1239975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,FM,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,GA,453862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,US,17546374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,UT,189578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,VA2,527258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,AK,71907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,AL,165919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,ID,73372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,NC,473282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,ND,59245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,NE,111841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,WA,373423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,WI,238758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,IH2,117297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,IL,570527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,IN,387137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,KS,130434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,CT,264707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,DC,55108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,DD2,274473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,AR,173312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,AS,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,VI,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,VT,42835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MD,271905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,ME,80502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MH,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,NM,152465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,NV,115991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,AZ,303899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,BP2,20838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,CA,1633875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,SC,209631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,SD,65377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,TN,375669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,TX,1544551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,VA,362092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,DE,49369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,OK,267434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,OR,216928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MI,548844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,KY,235143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,LA,279398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,LTC,2089181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,MA,353117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,RI,59014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,RP,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,PA,605428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,PR,147795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,CO,353194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,GU,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,HI,79414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,40,IA,158743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,CT,287440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,TN,401595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,DE,54257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,HI,84793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,NV,126458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,VI,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,VT,46447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,GU,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,LA,297655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MH,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,NC,524914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,AS,6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,NY,1203994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,KY,254144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,SD,70643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,BP2,21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,FL,1314377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,AK,81096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MD,287512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MT,66348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,IL,607502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,PA,652886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,CO,377283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MA,370627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,ID,77988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,ME,86395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MN,278234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,VA2,579663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,RP,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,IA,170607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,NE,118450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,ND,64105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,WV,180762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,IN,414127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,KS,137094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,AL,199314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,LTC,2289284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,NM,162045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,TX,1644781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,RI,61974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,AZ,329349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,GA,603486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,WI,260821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,OK,287502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,UT,202729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,AR,201676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,DD2,292490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,CA,1803679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,WA,403135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MP,7720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,NH,85595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,VA,401448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MI,595454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,OH,545499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,US,19107959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MS,150524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,SC,229002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,OR,253705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,NJ,464363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,MO,285697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,PR,161528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,WY,34547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,IH2,123534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,FM,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/21,41,DC,56864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,MP,8039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,RI,63249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,TX,1727869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,AR,201676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,HI,84792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,TN,424152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,WY,37559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,IH2,143678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,VI,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,OR,270463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,GA,604067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,NY,1282515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,NH,89816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,OK,304806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,FM,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,MS,150524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,LA,315023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,IA,180110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,KY,270960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,DE,60023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,SD,77200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,VA,429297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,NE,124069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,ND,68999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,AZ,360958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,ME,93003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,PA,695870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,RP,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,MN,305297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,WA,436997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,FL,1489003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,MH,2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,WV,194844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,CA,2008220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,MA,392967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,OH,594924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,MD,307411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,MI,652661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,UT,202729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,ID,82640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,SC,249155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,NJ,500889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,NC,577007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,PR,173242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/21,42,CO,377283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
